PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
3008,0,3,"Moore, Miss. Edith",female,,0,0,T284259,12.36,B19,S
3009,0,3,"Davis, Mrs. Lily",female,17.0,0,0,T650940,20.52,,Q
3010,1,1,"Miller, Miss. Beatrice",female,4.6,2,0,T509883,63.41,,S
3011,0,1,"Smith, Mr. Richard",male,37.7,0,0,T833449,37.23,,S
3012,1,1,"Taylor, Mr. Henry",male,47.1,5,0,T774295,73.85,,S
3013,0,3,"Anderson, Mr. Edward",male,6.6,0,0,T440162,15.37,,S
3014,0,3,"Thomas, Mr. Edward",male,24.3,1,0,T773038,4.01,,S
3015,0,3,"Anderson, Mrs. Annie",female,20.0,0,1,T328798,19.17,,S
3016,0,3,"Anderson, Mr. George",male,37.7,0,3,T365945,5.6,,S
3017,0,3,"Moore, Mrs. Beatrice",female,24.9,4,0,T65091,15.85,,S
3018,1,3,"Johnson, Mrs. Annie",female,48.9,0,0,T727569,18.8,,S
3019,0,1,"Brown, Mr. Henry",male,24.1,0,0,T36561,120.05,,S
3020,1,3,"Davis, Mrs. Clara",female,,0,0,T70977,14.81,,C
3021,0,2,"Wilson, Mr. James",male,22.9,0,0,T983177,11.01,,C
3022,1,3,"Davis, Miss. Emma",female,,0,0,T253164,13.74,B57,S
3023,0,1,"Davis, Mr. James",male,37.3,0,0,T65008,70.91,,S
3024,0,3,"Anderson, Mr. William",male,24.3,0,0,T274585,6.11,,C
3025,0,1,"Thomas, Mr. Richard",male,36.1,1,0,T84991,75.86,,S
3026,1,3,"Miller, Miss. Lily",female,18.2,0,1,T206653,18.83,,S
3027,1,2,"Smith, Mrs. Mary",female,25.4,1,3,T106953,30.89,,S
3028,0,3,"Williams, Mr. John",male,18.3,0,0,T196452,4.58,,S
3029,1,3,"Moore, Mrs. Mary",female,,2,0,T420836,12.91,,S
3030,1,2,"Moore, Mr. Edward",male,48.2,1,0,T456698,27.44,,C
3031,1,3,"Miller, Mrs. Clara",female,19.3,1,0,T192540,15.94,,S
3032,1,3,"Thomas, Mr. Edward",male,24.7,0,0,T666818,10.85,,S
3033,1,1,"Taylor, Mr. William",male,44.8,2,1,T563295,35.37,,S
3034,0,3,"Thomas, Miss. Lily",female,,0,0,T773986,18.09,,S
3035,0,3,"Davis, Mr. Robert",male,,0,0,T649959,7.98,F85,S
3036,0,3,"Anderson, Mr. William",male,36.7,0,0,T942025,7.54,,S
3037,0,2,"Williams, Master. Thomas",male,,1,0,T235341,31.34,,C
3038,0,3,"Smith, Mr. William",male,59.5,0,4,T662566,26.55,,S
3039,0,3,"Jones, Mr. James",male,,3,2,T934669,4.38,A31,S
3040,1,2,"Johnson, Mrs. Mary",female,27.5,0,0,T129454,24.42,,Q
3041,0,3,"Jones, Mr. Henry",male,,1,1,T233623,14.03,,S
3042,1,1,"Williams, Mr. Richard",male,,2,0,T65017,63.66,B66,S
3043,1,1,"Williams, Mr. Richard",male,26.3,3,0,T964264,123.15,,S
3044,1,3,"Moore, Miss. Emma",female,,0,3,T953925,13.1,,C
3045,1,3,"Williams, Mrs. Clara",female,53.3,0,0,T520166,4.1,,S
3046,1,3,"Thomas, Mrs. Alice",female,29.4,0,0,T789658,11.84,,S
3047,0,1,"Wilson, Master. John",male,32.4,0,0,T784875,108.87,,S
3048,0,2,"Moore, Mr. Richard",male,59.8,4,0,T613180,21.8,,C
3049,0,2,"Johnson, Miss. Florence",female,19.8,0,0,T465766,27.94,,S
3050,0,3,"Jones, Mrs. Clara",female,39.2,0,0,T910652,9.43,,S
3051,0,3,"Jones, Mr. Edward",male,18.2,0,2,T244620,4.6,,S
3052,0,3,"Anderson, Mr. John",male,34.4,0,0,T554699,16.44,,C
3053,1,1,"Wilson, Mr. Edward",male,32.6,0,0,T239311,92.6,,S
3054,0,3,"Davis, Mr. William",male,41.2,0,0,T924676,9.47,,S
3055,1,3,"Jones, Mrs. Alice",female,47.2,0,0,T528124,17.5,,S
3056,0,3,"Jones, Mr. Charles",male,,3,1,T761146,14.21,E110,C
3057,0,1,"Anderson, Mr. Thomas",male,50.2,0,1,T995212,163.78,,S
3058,0,3,"Wilson, Mr. Henry",male,51.3,0,0,T595455,16.16,D110,S
3059,0,1,"Johnson, Mr. Robert",male,,0,0,T344527,105.05,G60,S
3060,1,2,"Jones, Mr. Charles",male,,1,0,T454846,23.19,,C
3061,1,1,"Williams, Mr. Edward",male,22.5,0,0,T235763,71.77,,S
3062,0,1,"Williams, Mrs. Florence",female,25.3,0,0,T138828,65.92,,S
3063,1,1,"Miller, Mr. Henry",male,12.2,1,0,T253937,173.38,C37,C
3064,0,1,"Moore, Mr. Richard",male,,0,0,T558938,49.22,,S
3065,0,1,"Wilson, Mr. Robert",male,0.5,1,0,T176640,117.85,E131,C
3066,0,3,"Williams, Mr. George",male,19.6,0,0,T127255,8.22,F49,S
3067,0,1,"Miller, Mr. Robert",male,,0,0,T222641,106.35,E90,S
3068,0,3,"Thomas, Mr. Henry",male,48.5,0,0,T335639,2.93,,S
3069,1,1,"Williams, Mrs. Dorothy",female,21.8,0,0,T925960,102.3,,S
3070,1,3,"Moore, Mr. Robert",male,35.9,0,0,T831299,10.12,,C
3071,1,3,"Wilson, Miss. Edith",female,28.5,0,0,T744288,8.88,,Q
3072,0,1,"Moore, Mr. Charles",male,,0,0,T599269,170.4,,S
3073,0,3,"Davis, Mr. Robert",male,35.1,0,3,T352535,10.58,,S
3074,1,1,"Wilson, Mrs. Clara",female,41.7,2,0,T114765,155.1,,S
3075,0,3,"Taylor, Mr. James",male,21.7,0,2,T512592,8.35,G111,S
3076,0,3,"Thomas, Mr. Charles",male,15.0,1,0,T819613,7.13,E102,S
3077,0,1,"Davis, Mr. James",male,35.0,0,0,T705364,88.77,,C
3078,0,2,"Smith, Mr. George",male,22.6,1,0,T145514,19.24,A41,S
3079,0,1,"Johnson, Mr. William",male,30.1,1,0,T363199,64.55,,C
3080,0,2,"Wilson, Mr. Thomas",male,34.3,0,0,T857856,33.44,,S
3081,0,3,"Brown, Miss. Beatrice",female,47.7,0,0,T86886,7.86,,S
3082,0,3,"Thomas, Miss. Emma",female,41.1,0,0,T255749,10.32,,S
3083,0,2,"Johnson, Mr. Robert",male,,0,0,T884123,31.47,,S
3084,0,1,"Williams, Master. John",male,13.1,0,1,T145999,102.03,,S
3085,0,2,"Moore, Mr. Edward",male,54.5,1,0,T804611,48.59,C117,C
3086,1,1,"Davis, Mr. Thomas",male,6.8,0,0,T88971,35.04,,C
3087,1,3,"Brown, Miss. Dorothy",female,,0,3,T528429,19.89,B74,S
3088,0,1,"Wilson, Mr. George",male,39.1,0,0,T95127,41.49,F39,Q
3089,0,3,"Moore, Mr. Charles",male,53.5,0,0,T545420,6.57,C69,S
3090,0,2,"Jones, Miss. Florence",female,,0,2,T224503,50.8,,S
3091,0,1,"Thomas, Mrs. Mary",female,30.1,0,1,T224337,97.74,,Q
3092,1,3,"Smith, Miss. Beatrice",female,17.0,2,0,T859092,5.16,,Q
3093,0,3,"Thomas, Mrs. Mary",female,31.5,2,1,T667104,5.89,C26,C
3094,0,2,"Wilson, Miss. Annie",female,13.0,0,0,T664754,30.23,,S
3095,0,3,"Thomas, Mr. William",male,18.8,1,0,T623454,6.44,,S
3096,0,3,"Jones, Mr. William",male,40.8,1,0,T363163,16.21,,S
3097,0,2,"Wilson, Mr. Thomas",male,23.4,0,0,T169714,19.13,,S
3098,0,3,"Wilson, Mr. George",male,43.0,1,0,T285561,7.69,,S
3099,0,3,"Anderson, Mrs. Edith",female,27.5,2,0,T938367,11.23,,S
3100,0,1,"Smith, Master. Charles",male,,0,0,T278914,173.21,,S
3101,1,3,"Jones, Mr. George",male,46.6,0,0,T811346,9.95,,S
3102,1,1,"Smith, Mr. John",male,10.6,0,4,T136601,51.08,,S
3103,0,1,"Thomas, Mr. Charles",male,,0,0,T175249,137.5,B91,S
3104,0,3,"Wilson, Mrs. Florence",female,26.8,1,0,T55710,10.46,D120,S
3105,0,3,"Jones, Mr. Charles",male,,1,0,T590982,13.14,,S
3106,0,3,"Moore, Mr. Edward",male,,0,0,T661454,14.82,,S
3107,0,1,"Taylor, Mr. Henry",male,,0,2,T868246,90.87,,C
3108,1,2,"Williams, Mrs. Annie",female,32.1,2,0,T260131,17.94,,C
3109,0,3,"Anderson, Mrs. Mary",female,26.6,0,0,T974795,11.99,D96,S
3110,1,1,"Davis, Mr. Thomas",male,22.9,0,0,T473111,89.5,,S
3111,0,3,"Wilson, Miss. Alice",female,32.8,0,0,T136318,11.11,,C
3112,1,3,"Anderson, Mrs. Mary",female,12.2,0,0,T884585,5.92,,S
3113,1,3,"Taylor, Mrs. Emma",female,,0,0,T801175,22.93,,C
3114,1,1,"Williams, Miss. Emma",female,60.7,0,1,T145965,71.92,,S
3115,1,1,"Williams, Mrs. Edith",female,31.2,0,0,T959356,88.2,,S
3116,0,3,"Johnson, Mr. Robert",male,,1,2,T55907,11.86,,S
3117,1,3,"Thomas, Mrs. Dorothy",female,18.4,0,0,T692037,3.75,,S
3118,1,3,"Taylor, Mrs. Alice",female,,0,0,T936389,5.86,,Q
3119,1,1,"Moore, Mrs. Clara",female,22.0,0,1,T890350,112.25,,Q
3120,1,3,"Thomas, Miss. Alice",female,0.5,0,0,T565263,11.02,A73,S
3121,0,3,"Jones, Mr. George",male,21.5,0,0,T481419,9.57,,Q
3122,0,1,"Brown, Mr. Henry",male,25.6,0,0,T397740,373.73,,S
3123,1,3,"Jones, Mr. Richard",male,27.2,0,0,T680388,10.33,,S
3124,0,3,"Moore, Mrs. Edith",female,26.8,0,1,T141805,17.0,,C
3125,0,1,"Miller, Master. George",male,,0,0,T360238,47.87,C42,S
3126,0,2,"Brown, Mr. Charles",male,,0,0,T128787,20.61,,C
3127,0,3,"Miller, Mr. Edward",male,25.4,5,0,T941228,11.5,,S
3128,0,3,"Johnson, Mr. John",male,5.8,2,2,T71739,15.78,A144,S
3129,0,3,"Williams, Mrs. Alice",female,1.3,2,0,T97133,14.58,,C
3130,0,2,"Miller, Miss. Alice",female,31.1,0,0,T336014,21.83,,S
3131,1,2,"Davis, Mrs. Annie",female,31.4,0,4,T174600,62.16,,S
3132,0,3,"Anderson, Mr. Richard",male,42.5,0,0,T453925,14.43,G146,S
3133,0,3,"Miller, Mrs. Dorothy",female,,1,0,T284934,6.41,,C
3134,0,1,"Thomas, Mr. Thomas",male,12.4,5,0,T183693,175.68,,S
3135,0,3,"Miller, Mr. Thomas",male,1.6,0,0,T776047,7.72,,S
3136,1,1,"Taylor, Mrs. Florence",female,16.8,1,1,T817819,55.02,B2,S
3137,0,1,"Miller, Miss. Annie",female,35.8,0,0,T460077,57.45,,S
3138,0,2,"Jones, Miss. Mary",female,,1,0,T166676,48.05,G56,S
3139,0,2,"Taylor, Mr. Thomas",male,30.5,0,2,T711633,17.45,,Q
3140,0,3,"Williams, Mr. Charles",male,12.1,1,0,T600714,9.64,,C
3141,1,3,"Davis, Mr. George",male,16.9,0,0,T344021,5.98,D76,C
3142,0,3,"Johnson, Mr. Richard",male,,0,0,T700794,7.61,,S
3143,0,3,"Moore, Mr. Edward",male,23.8,0,0,T640378,12.0,G122,S
3144,0,2,"Jones, Mr. Edward",male,,0,0,T929970,18.88,G134,S
3145,0,3,"Jones, Master. Robert",male,47.1,1,1,T562521,7.72,,S
3146,0,3,"Johnson, Mr. Henry",male,27.2,0,1,T25695,9.69,,Q
3147,1,3,"Taylor, Mrs. Annie",female,32.4,0,1,T907071,24.82,,S
3148,1,3,"Jones, Miss. Dorothy",female,18.1,0,0,T392421,10.96,,Q
3149,0,3,"Smith, Mrs. Lily",female,4.9,1,0,T326338,11.89,G35,C
3150,0,1,"Thomas, Mr. Richard",male,55.6,0,1,T772343,87.75,B146,S
3151,0,3,"Thomas, Mr. Henry",male,0.5,1,0,T167327,10.94,,C
3152,0,3,"Anderson, Mr. George",male,3.1,0,0,T187199,11.94,,Q
3153,0,3,"Williams, Mr. Robert",male,55.7,0,3,T156342,9.82,F110,S
3154,1,1,"Smith, Master. Edward",male,29.9,1,0,T990096,79.72,A130,S
3155,0,3,"Brown, Master. Henry",male,13.4,0,0,T351372,20.04,,S
3156,0,3,"Wilson, Miss. Emma",female,39.6,0,0,T803103,23.16,,C
3157,0,2,"Smith, Mr. John",male,40.9,1,0,T322851,47.85,,S
3158,1,3,"Anderson, Miss. Lily",female,10.4,4,2,T399535,9.37,,S
3159,1,2,"Thomas, Miss. Edith",female,22.0,0,0,T405649,29.19,,S
3160,1,2,"Johnson, Mr. Edward",male,42.4,1,0,T400202,38.83,,Q
3161,0,2,"Thomas, Mr. George",male,17.9,0,0,T754186,24.28,,Q
3162,1,3,"Smith, Miss. Mary",female,33.8,1,0,T655562,15.1,,S
3163,1,2,"Taylor, Mr. Henry",male,50.4,0,2,T806117,11.47,,C
3164,1,3,"Wilson, Master. Charles",male,0.5,1,0,T192532,9.82,,S
3165,1,2,"Anderson, Mrs. Edith",female,24.8,0,0,T635857,27.98,F109,S
3166,1,1,"Moore, Mrs. Dorothy",female,33.5,0,0,T479232,101.44,D25,S
3167,1,1,"Moore, Mrs. Annie",female,,0,0,T816054,88.16,,S
3168,1,1,"Miller, Mr. John",male,22.0,0,0,T208699,56.39,,C
3169,0,3,"Brown, Master. Edward",male,44.8,0,0,T427960,6.17,,S
3170,0,3,"Thomas, Mr. Robert",male,19.5,3,0,T592495,10.13,,S
3171,0,1,"Johnson, Mr. William",male,,0,1,T645768,127.87,A6,C
3172,1,1,"Davis, Mr. James",male,46.1,0,0,T240973,117.2,,S
3173,0,3,"Johnson, Mr. Charles",male,,0,0,T868186,8.75,,Q
3174,1,2,"Wilson, Miss. Edith",female,28.7,0,0,T829993,36.13,F83,S
3175,0,3,"Williams, Miss. Mary",female,28.3,0,1,T635714,6.51,G101,Q
3176,1,3,"Brown, Mrs. Florence",female,44.6,0,0,T222574,15.28,,S
3177,1,2,"Anderson, Mrs. Florence",female,34.0,0,0,T938139,14.91,A63,Q
3178,1,2,"Brown, Mr. John",male,,0,0,T580101,21.45,,Q
3179,1,3,"Williams, Mr. Henry",male,19.7,0,0,T236009,24.87,,C
3180,1,1,"Jones, Mrs. Mary",female,1.9,0,0,T673470,39.44,,C
3181,1,1,"Miller, Miss. Alice",female,38.7,0,0,T712768,152.31,C55,C
3182,1,1,"Moore, Mr. Thomas",male,45.7,0,4,T160858,75.96,,S
3183,0,3,"Williams, Mr. Robert",male,,0,0,T882816,7.36,,S
3184,1,3,"Johnson, Mrs. Edith",female,42.6,0,2,T679397,28.38,,Q
3185,0,1,"Davis, Mr. Charles",male,24.8,0,0,T512235,103.84,,S
3186,0,3,"Jones, Master. Edward",male,,2,0,T791589,12.61,,C
3187,0,2,"Davis, Mr. Edward",male,55.1,1,0,T502372,53.84,,S
3188,1,3,"Williams, Mrs. Clara",female,25.5,0,0,T657019,10.45,,S
3189,0,1,"Wilson, Master. Charles",male,24.6,0,0,T279237,84.45,,S
3190,1,3,"Smith, Miss. Florence",female,2.6,1,0,T352857,4.81,,S
3191,0,3,"Jones, Mr. George",male,39.7,0,2,T784964,36.13,G134,S
3192,1,1,"Thomas, Mr. Edward",male,,1,0,T951349,36.6,,S
3193,1,2,"Moore, Miss. Lily",female,31.8,1,4,T833832,16.47,,S
3194,0,2,"Johnson, Mr. James",male,25.1,0,0,T529420,15.22,,S
3195,0,2,"Brown, Mr. William",male,23.2,1,1,T784246,17.96,,C
3196,1,2,"Jones, Mr. John",male,28.0,0,0,T725661,15.52,,S
3197,1,3,"Moore, Miss. Lily",female,29.1,1,0,T724479,8.04,,S
3198,0,3,"Taylor, Master. James",male,46.8,1,0,T485682,12.3,E45,S
3199,0,1,"Jones, Master. Edward",male,,1,0,T425304,115.41,,S
3200,0,3,"Thomas, Miss. Annie",female,39.1,0,0,T691125,8.94,,S
3201,0,3,"Moore, Mr. George",male,48.1,0,1,T995533,4.73,,S
3202,0,3,"Jones, Mr. John",male,42.1,0,1,T718196,8.7,,S
3203,0,2,"Anderson, Miss. Lily",female,,0,1,T259347,8.24,B86,Q
3204,0,1,"Smith, Master. Richard",male,50.8,0,1,T108716,125.16,,C
3205,0,3,"Thomas, Mr. William",male,10.7,0,0,T176601,5.82,,C
3206,0,2,"Smith, Mr. William",male,19.8,0,0,T742960,20.63,,C
3207,0,3,"Smith, Mrs. Clara",female,17.8,1,0,T25494,6.74,,S
3208,1,3,"Brown, Mr. George",male,25.3,0,0,T855556,9.37,,C
3209,1,1,"Taylor, Mr. John",male,,0,0,T312672,82.74,,S
3210,1,1,"Wilson, Mrs. Annie",female,13.5,0,0,T267795,75.32,,S
3211,0,3,"Wilson, Mr. Thomas",male,,2,0,T308441,9.53,,S
3212,0,3,"Jones, Mr. Richard",male,,0,0,T416720,17.35,A74,S
3213,0,3,"Anderson, Mr. Richard",male,,0,2,T82041,9.85,,S
3214,0,1,"Williams, Mrs. Florence",female,32.6,0,1,T723043,224.66,,S
3215,0,3,"Johnson, Mr. John",male,54.1,0,4,T669910,8.62,,S
3216,1,3,"Johnson, Miss. Beatrice",female,19.4,0,0,T544280,8.6,F130,S
3217,0,3,"Jones, Miss. Edith",female,28.5,0,0,T705839,9.23,,C
3218,1,1,"Anderson, Mr. Thomas",male,14.1,0,0,T684075,77.97,,S
3219,1,2,"Thomas, Mr. Edward",male,19.2,0,0,T57323,19.33,G58,Q
3220,0,2,"Moore, Mrs. Edith",female,13.9,0,2,T29517,12.95,D21,S
3221,0,3,"Davis, Mr. Henry",male,,0,0,T439057,6.09,,C
3222,1,3,"Taylor, Mr. John",male,,0,2,T711051,5.94,,C
3223,1,3,"Miller, Mr. William",male,,0,0,T284307,6.92,,S
3224,0,3,"Davis, Mr. Thomas",male,,1,0,T614412,6.68,,C
3225,0,1,"Anderson, Mr. Henry",male,37.1,0,0,T647520,39.32,,S
3226,0,1,"Davis, Mr. Henry",male,31.3,4,0,T585813,117.41,,S
3227,0,1,"Smith, Mr. Charles",male,,0,0,T721175,145.75,,S
3228,1,2,"Johnson, Mr. John",male,11.7,0,0,T202429,22.63,,S
3229,1,3,"Jones, Miss. Edith",female,31.9,0,0,T947099,4.07,,S
3230,0,3,"Wilson, Mrs. Alice",female,32.4,0,0,T613774,22.58,,S
3231,0,1,"Johnson, Mr. Henry",male,31.2,1,0,T936610,38.99,,S
3232,0,3,"Wilson, Mr. Thomas",male,35.5,3,0,T45706,16.1,,S
3233,0,3,"Thomas, Mr. William",male,39.8,0,0,T938988,12.68,,S
3234,1,3,"Thomas, Mr. William",male,13.8,5,2,T652783,17.44,B30,Q
3235,0,1,"Brown, Mr. Richard",male,,0,0,T501675,45.19,B50,S
3236,0,3,"Davis, Mr. James",male,37.2,0,0,T247188,10.66,,S
3237,0,2,"Thomas, Mrs. Clara",female,25.8,0,0,T689082,23.56,,S
3238,0,3,"Jones, Mr. Thomas",male,43.6,0,1,T292992,22.83,,S
3239,1,2,"Moore, Mr. Henry",male,,0,0,T362267,43.38,,S
3240,0,1,"Johnson, Mr. Robert",male,1.4,2,0,T762416,276.54,,S
3241,0,3,"Miller, Mr. Henry",male,41.9,0,0,T233156,9.17,,S
3242,0,3,"Moore, Miss. Beatrice",female,28.0,1,1,T218926,8.81,C146,S
3243,0,3,"Anderson, Mr. George",male,4.0,1,1,T90536,15.93,,S
3244,1,3,"Anderson, Miss. Annie",female,26.0,0,0,T856214,22.04,,C
3245,0,1,"Thomas, Master. William",male,11.3,0,0,T746230,41.2,,S
3246,0,1,"Taylor, Master. George",male,40.6,0,0,T776872,112.82,,S
3247,0,3,"Brown, Miss. Edith",female,29.2,0,2,T726956,5.27,,C
3248,1,2,"Williams, Master. Richard",male,16.3,0,1,T234458,17.84,,S
3249,0,3,"Thomas, Mr. John",male,41.5,1,0,T707620,6.74,,Q
3250,1,2,"Smith, Miss. Clara",female,36.3,3,0,T797511,12.79,C104,S
3251,0,1,"Johnson, Mr. Thomas",male,26.3,1,0,T294182,81.52,E118,C
3252,1,3,"Wilson, Mrs. Beatrice",female,11.6,0,2,T835093,10.97,,S
3253,0,1,"Johnson, Master. Thomas",male,17.5,0,1,T712181,26.17,E38,C
3254,0,3,"Moore, Mr. Henry",male,17.3,0,1,T266726,9.13,,S
3255,0,3,"Davis, Master. Thomas",male,40.5,0,0,T729945,7.69,,S
3256,1,3,"Wilson, Miss. Dorothy",female,5.3,2,0,T578955,10.76,F51,S
3257,0,3,"Miller, Mr. Charles",male,29.0,1,0,T945842,9.89,,S
3258,0,1,"Thomas, Mr. Richard",male,,0,1,T247562,137.65,,Q
3259,0,3,"Brown, Mr. Robert",male,,2,2,T947348,5.03,,C
3260,0,3,"Williams, Mr. William",male,33.1,1,0,T890891,12.89,,Q
3261,0,3,"Moore, Mr. John",male,37.5,0,0,T433229,10.66,G109,S
3262,0,3,"Brown, Mr. George",male,,0,1,T749921,5.38,,S
3263,0,3,"Moore, Miss. Clara",female,11.9,0,2,T897636,21.33,,C
3264,0,3,"Brown, Mr. William",male,25.0,0,0,T186974,5.32,,S
3265,1,3,"Miller, Mr. Henry",male,41.0,0,0,T103899,14.35,E77,S
3266,0,2,"Taylor, Mr. George",male,40.9,1,0,T99639,48.78,G82,S
3267,0,1,"Miller, Mr. Edward",male,,0,0,T539660,105.64,,S
3268,1,3,"Moore, Mrs. Beatrice",female,17.2,2,0,T988557,19.44,,C
3269,0,1,"Taylor, Master. Edward",male,14.4,1,0,T454614,75.23,B36,S
3270,1,1,"Moore, Master. James",male,,0,0,T180459,51.3,,C
3271,1,1,"Miller, Mr. Edward",male,,0,0,T655090,54.17,,S
3272,0,3,"Moore, Miss. Florence",female,51.1,0,2,T924044,7.01,,C
3273,1,2,"Moore, Miss. Emma",female,,1,2,T53654,16.7,,S
3274,0,3,"Wilson, Mr. William",male,38.6,2,0,T142497,13.99,E89,C
3275,1,2,"Thomas, Mr. James",male,18.4,0,0,T501311,29.7,,C
3276,0,3,"Jones, Mr. John",male,30.3,1,0,T869859,30.22,,C
3277,0,2,"Brown, Mr. Edward",male,31.7,0,0,T916713,11.02,,S
3278,0,3,"Thomas, Mr. George",male,,0,0,T507761,4.23,,C
3279,1,2,"Miller, Mrs. Annie",female,29.4,4,1,T798710,23.05,B34,S
3280,0,3,"Miller, Mr. Robert",male,,0,0,T59380,7.5,,Q
3281,0,3,"Smith, Miss. Clara",female,,0,0,T922379,22.95,A104,S
3282,1,3,"Davis, Mr. Thomas",male,,1,0,T200157,20.96,,S
3283,0,3,"Davis, Mrs. Annie",female,,1,0,T695390,7.7,,S
3284,0,2,"Anderson, Mr. Robert",male,45.8,1,0,T970591,20.4,,Q
3285,0,3,"Thomas, Mr. John",male,4.9,0,1,T112904,15.97,,S
3286,1,3,"Brown, Miss. Mary",female,34.2,0,0,T943142,6.79,,C
3287,0,3,"Jones, Master. Charles",male,63.9,1,2,T800369,17.15,G107,Q
3288,0,3,"Brown, Mr. Henry",male,29.1,0,0,T395491,32.7,G4,C
3289,1,3,"Thomas, Mrs. Beatrice",female,32.3,0,2,T687650,12.69,,Q
3290,0,3,"Anderson, Mr. Richard",male,,1,2,T325529,4.52,,S
3291,1,2,"Thomas, Mr. George",male,,0,0,T966593,18.3,,S
3292,0,3,"Taylor, Mrs. Annie",female,,1,0,T667185,9.93,B89,C
3293,0,3,"Brown, Mrs. Florence",female,19.9,0,0,T350071,37.8,,S
3294,1,3,"Davis, Mrs. Annie",female,28.0,0,1,T729077,8.46,,S
3295,1,2,"Brown, Mr. Edward",male,13.5,0,0,T192706,38.62,D129,C
3296,1,3,"Thomas, Mrs. Clara",female,28.0,1,2,T160343,14.54,,S
3297,0,3,"Davis, Mrs. Florence",female,,0,1,T937026,9.88,,S
3298,1,1,"Jones, Mrs. Annie",female,31.7,0,0,T450276,107.99,,C
3299,0,3,"Johnson, Mrs. Mary",female,19.4,0,1,T713936,7.65,A57,C
3300,0,2,"Thomas, Mr. Richard",male,26.6,0,0,T889404,24.66,,Q
3301,0,3,"Wilson, Mr. Edward",male,29.8,0,0,T447872,23.65,,S
3302,0,3,"Brown, Mr. Richard",male,,0,0,T504249,3.98,,Q
3303,1,1,"Johnson, Mrs. Emma",female,33.7,0,0,T450955,79.05,B96,C
3304,0,2,"Johnson, Mr. Thomas",male,,0,0,T393313,33.52,,S
3305,1,3,"Johnson, Miss. Emma",female,,0,0,T575050,6.51,,S
3306,0,1,"Anderson, Miss. Clara",female,30.9,0,1,T527750,177.18,,Q
3307,1,3,"Johnson, Miss. Edith",female,27.1,0,2,T757926,14.6,,S
3308,0,3,"Thomas, Mrs. Edith",female,44.6,0,0,T332046,8.71,,Q
3309,1,3,"Jones, Mrs. Clara",female,,1,2,T403103,2.96,,Q
3310,0,1,"Taylor, Miss. Beatrice",female,,0,0,T28734,196.21,,S
3311,1,3,"Johnson, Miss. Beatrice",female,,4,0,T562105,9.1,,S
3312,0,3,"Moore, Mr. Henry",male,41.6,2,3,T964264,28.31,,S
3313,0,1,"Smith, Mr. Edward",male,10.2,4,0,T611668,49.93,,S
3314,0,1,"Johnson, Mr. Richard",male,38.1,0,0,T913021,61.43,D23,S
3315,1,1,"Wilson, Mr. James",male,42.7,0,0,T694677,59.22,,S
3316,0,3,"Williams, Mr. Edward",male,,1,0,T722174,10.93,,C
3317,1,1,"Davis, Mrs. Annie",female,26.3,0,0,T194461,105.49,,C
3318,1,1,"Thomas, Miss. Edith",female,32.4,0,0,T719611,77.46,,S
3319,0,3,"Wilson, Mr. Charles",male,38.0,1,0,T917289,27.56,B135,Q
3320,0,3,"Smith, Miss. Lily",female,15.4,0,1,T85482,10.45,A142,S
3321,0,3,"Wilson, Mr. James",male,46.5,1,0,T696838,15.77,,S
3322,0,3,"Brown, Mr. James",male,0.5,0,0,T75165,9.57,,S
3323,1,1,"Davis, Mrs. Dorothy",female,48.9,0,0,T791691,175.38,,S
3324,0,3,"Jones, Mr. Henry",male,,0,0,T360519,6.03,,S
3325,1,1,"Thomas, Miss. Annie",female,20.7,0,1,T367738,132.31,F92,S
3326,0,3,"Smith, Mr. Thomas",male,42.2,1,0,T273121,10.63,,S
3327,0,3,"Davis, Mr. Thomas",male,,1,0,T454625,24.52,,C
3328,1,1,"Moore, Miss. Edith",female,31.4,5,2,T720861,226.63,,S
3329,0,3,"Taylor, Mr. William",male,,3,0,T856975,9.81,B119,S
3330,1,3,"Williams, Miss. Emma",female,33.1,0,0,T679368,5.64,,S
3331,0,1,"Brown, Mr. James",male,17.5,0,0,T21509,66.53,,S
3332,0,3,"Brown, Mr. Charles",male,22.5,1,1,T589398,10.41,C108,C
3333,0,3,"Johnson, Mrs. Clara",female,31.5,0,0,T565867,20.19,,S
3334,1,3,"Moore, Miss. Florence",female,19.2,0,0,T14356,9.75,D28,S
3335,0,3,"Moore, Master. Richard",male,33.6,1,0,T584567,9.05,,Q
3336,0,3,"Anderson, Mr. George",male,20.8,2,0,T129356,3.0,B135,S
3337,1,1,"Smith, Mrs. Edith",female,44.2,1,0,T934671,77.12,,S
3338,1,2,"Brown, Mr. James",male,,0,0,T562112,13.7,,Q
3339,0,3,"Brown, Mr. Thomas",male,25.4,0,0,T156382,16.31,,S
3340,1,1,"Smith, Miss. Mary",female,43.0,0,0,T993344,71.11,,S
3341,0,3,"Thomas, Mr. Charles",male,26.6,0,0,T83825,14.74,,S
3342,1,2,"Taylor, Mr. Charles",male,16.1,0,0,T250708,60.73,A13,S
3343,1,2,"Davis, Mr. George",male,23.5,0,0,T892291,21.67,F80,S
3344,0,1,"Jones, Miss. Annie",female,30.9,1,1,T229203,119.08,,S
3345,0,3,"Jones, Master. John",male,3.8,0,0,T464800,18.93,,S
3346,1,3,"Williams, Miss. Alice",female,38.8,2,0,T778128,11.08,,S
